2019/1/20 星期日 12:34:07	正在初始化...已完成
2019/1/20 星期日 17:57:09	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:57:11	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:57:12	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:57:14	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:57:16	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:57:17	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:57:19	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:57:21	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:57:23	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:57:24	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:57:26	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:57:28	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:57:29	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:57:31	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:57:33	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:57:34	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:57:36	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:57:38	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:57:39	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:57:41	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:57:43	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:57:44	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:57:46	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:57:48	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:57:49	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:57:51	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:57:53	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:57:54	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:57:56	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:57:57	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:57:59	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:58:01	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:58:02	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:58:04	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:58:06	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:58:07	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:58:09	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:58:11	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:58:12	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:58:14	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:58:16	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:58:17	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:58:19	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:58:21	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:58:22	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:58:24	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:58:26	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:58:27	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:58:29	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:58:31	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:58:32	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:58:34	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:58:36	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:58:37	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:58:39	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:58:41	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:58:43	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:58:45	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:58:46	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:58:48	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:58:50	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:58:52	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:58:53	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:58:55	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:58:57	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:58:58	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:59:00	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:59:02	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:59:04	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:59:06	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:59:08	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:59:09	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:59:11	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:59:13	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:59:14	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:59:16	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:59:18	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:59:19	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:59:21	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:59:23	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:59:25	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:59:26	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:59:28	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:59:30	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:59:32	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:59:33	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:59:35	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:59:37	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:59:38	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:59:40	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:59:42	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:59:43	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:59:45	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:59:47	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:59:48	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:59:50	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:59:52	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:59:53	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:59:55	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:59:57	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:59:58	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:00:00	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:00:02	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:00:03	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:00:05	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:00:07	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:00:08	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:00:10	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:00:12	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:00:13	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:00:15	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:00:17	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:00:18	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:00:20	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:00:22	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:00:23	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:00:25	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:00:27	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:00:29	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:00:30	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:00:32	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:00:34	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:00:35	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:00:37	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:00:39	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:00:41	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:00:42	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:00:44	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:00:46	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:00:47	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:00:49	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:00:51	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:00:53	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:00:54	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:00:56	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:00:58	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:01:00	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:01:01	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:01:03	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:01:05	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:01:06	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:01:08	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:01:10	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:01:12	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:01:13	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:01:15	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:01:17	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:01:18	[12306]服务器处理中，正在排队，请耐心等待...
